L0,x,y,H0
0.015625,0.84375,1.09375,0.01663971
0.015625,0.84375,1.109375,0.011074781
0.015625,0.84375,1.125,0.011657715
0.015625,0.84375,1.140625,0.018756151
0.015625,0.84375,1.15625,0.012473822
0.015625,0.84375,1.171875,0.010422707
0.015625,0.84375,1.1875,0.011467695
0.015625,0.84375,1.203125,0.017313719
0.015625,0.84375,1.21875,0.010172129
0.015625,0.84375,1.234375,0.009128332
0.015625,0.84375,1.25,0.016059875
0.015625,0.84375,1.265625,0.013302565
0.015625,0.84375,1.28125,0.008368254
0.015625,0.84375,1.296875,0.012465239
0.015625,0.84375,1.3125,0.007886887
0.015625,0.84375,1.328125,0.0076618195
0.015625,0.84375,1.34375,0.021855831
0.015625,0.84375,1.359375,0.017207861
0.015625,0.84375,1.375,0.004185438
0.015625,0.84375,1.390625,0.011309385
0.015625,0.84375,1.40625,0.01120472
0.015625,0.84375,1.421875,0.012225628
0.015625,0.84375,1.4375,0.0045576096
0.015625,0.84375,1.453125,0.006581545
0.015625,0.84375,1.46875,0.01062727
0.015625,0.84375,1.484375,0.009392738
0.015625,0.84375,1.5,0.020818472
0.015625,0.84375,1.515625,0.008524895
0.015625,0.84375,1.53125,0.005976677
0.015625,0.84375,1.546875,0.013261557
0.015625,0.84375,1.5625,0.025072098
0.015625,0.84375,1.578125,0.030953407
0.015625,0.84375,1.59375,0.03580737
0.015625,0.84375,1.609375,0.011273861
0.015625,0.84375,1.625,0.019964695
0.015625,0.84375,1.640625,0.011793852
0.015625,0.84375,1.65625,0.012033939
0.015625,0.84375,1.671875,0.10714078
0.015625,0.84375,1.6875,0.09316683
0.015625,0.84375,1.703125,0.027142763
0.015625,0.84375,1.71875,0.013154745
0.015625,0.84375,1.734375,0.013449907
0.015625,0.84375,1.75,0.014810801
0.015625,0.84375,1.765625,0.024458647
0.015625,0.84375,1.78125,0.012155771
0.015625,0.84375,1.796875,0.017552137
0.015625,0.84375,1.8125,0.01967001
0.015625,0.84375,1.828125,0.017830849
0.015625,0.84375,1.84375,0.012520313
0.015625,0.84375,1.859375,0.012558937
0.015625,0.84375,1.875,0.016041994
0.015625,0.84375,1.890625,0.012876749
0.015625,0.84375,1.90625,0.16318822
0.015625,0.84375,1.921875,0.02925992
0.015625,0.84375,1.9375,0.023597002
0.015625,0.84375,1.953125,0.00818038
0.015625,0.84375,1.96875,0.0049028397
0.015625,0.84375,1.984375,0.003685236
0.015625,0.859375,0.0,0.0627532
0.015625,0.859375,0.015625,0.071008444
0.015625,0.859375,0.03125,0.0067572594
0.015625,0.859375,0.046875,0.013398886
0.015625,0.859375,0.0625,0.024347067
0.015625,0.859375,0.078125,0.016607046
0.015625,0.859375,0.09375,0.005327463
0.015625,0.859375,0.109375,0.002135992
0.015625,0.859375,0.125,0.003984213
0.015625,0.859375,0.140625,0.008794069
0.015625,0.859375,0.15625,0.011136532
0.015625,0.859375,0.171875,0.012142181
0.015625,0.859375,0.1875,0.03854513
0.015625,0.859375,0.203125,0.09905124
0.015625,0.859375,0.21875,0.07240319
0.015625,0.859375,0.234375,0.029549599
0.015625,0.859375,0.25,0.017148495
0.015625,0.859375,0.265625,0.029117107
0.015625,0.859375,0.28125,0.030787945
0.015625,0.859375,0.296875,0.030583382
0.015625,0.859375,0.3125,0.024492502
0.015625,0.859375,0.328125,0.013264418
0.015625,0.859375,0.34375,0.0127391815
0.015625,0.859375,0.359375,0.017610788
0.015625,0.859375,0.375,0.013122797
0.015625,0.859375,0.390625,0.18075132
0.015625,0.859375,0.40625,0.055555105
0.015625,0.859375,0.421875,0.02353239
0.015625,0.859375,0.4375,0.0071098804
0.015625,0.859375,0.453125,0.0143117905
0.015625,0.859375,0.46875,0.038156033
0.015625,0.859375,0.484375,0.031962633
0.015625,0.859375,0.5,0.018443346
0.015625,0.859375,0.515625,0.011670828
0.015625,0.859375,0.53125,0.0059525967
0.015625,0.859375,0.546875,0.0015351772
0.015625,0.859375,0.5625,0.014086962
0.015625,0.859375,0.578125,0.03942299
0.015625,0.859375,0.59375,0.03419304
0.015625,0.859375,0.609375,0.021546125
0.015625,0.859375,0.625,0.028611422
0.015625,0.859375,0.640625,0.0097100735
0.015625,0.859375,0.65625,0.003921032
0.015625,0.859375,0.671875,0.0035898685
0.015625,0.859375,0.6875,0.01905179
0.015625,0.859375,0.703125,0.022889376
0.015625,0.859375,0.71875,0.0134682655
0.015625,0.859375,0.734375,0.015091419
0.015625,0.859375,0.75,0.017685652
0.015625,0.859375,0.765625,0.01121068
0.015625,0.859375,0.78125,0.01106596
0.015625,0.859375,0.796875,0.021927357
0.015625,0.859375,0.8125,0.024008512
0.015625,0.859375,0.828125,0.020708084
0.015625,0.859375,0.84375,0.031390905
0.015625,0.859375,0.859375,0.030543089
0.015625,0.859375,0.875,0.020765543
0.015625,0.859375,0.890625,0.03189659
0.015625,0.859375,0.90625,0.047671795
0.015625,0.859375,0.921875,0.055060625
0.015625,0.859375,0.9375,0.03995776
0.015625,0.859375,0.953125,0.024151564
0.015625,0.859375,0.96875,0.01645565
0.015625,0.859375,0.984375,0.021873236
0.015625,0.859375,1.0,0.039012432
0.015625,0.859375,1.015625,0.07577944
0.015625,0.859375,1.03125,0.22790623
0.015625,0.859375,1.046875,0.042016506
0.015625,0.859375,1.0625,0.004976034
0.015625,0.859375,1.078125,0.014335632
0.015625,0.859375,1.09375,0.034189224
0.015625,0.859375,1.109375,0.045521498
0.015625,0.859375,1.125,0.036735296
0.015625,0.859375,1.140625,0.015253782
0.015625,0.859375,1.15625,0.007951021
0.015625,0.859375,1.171875,0.0041258335
0.015625,0.859375,1.1875,0.008325815
0.015625,0.859375,1.203125,0.013016939
0.015625,0.859375,1.21875,0.021897554
0.015625,0.859375,1.234375,0.011347055
0.015625,0.859375,1.25,0.0039670467
0.015625,0.859375,1.265625,0.008017778
0.015625,0.859375,1.28125,0.00543952
0.015625,0.859375,1.296875,0.0034143925
0.015625,0.859375,1.3125,0.005968809
0.015625,0.859375,1.328125,0.004781246
0.015625,0.859375,1.34375,0.012003183
0.015625,0.859375,1.359375,0.01888156
0.015625,0.859375,1.375,0.004211426
0.015625,0.859375,1.390625,0.0036115646
0.015625,0.859375,1.40625,0.010484695
0.015625,0.859375,1.421875,0.010681868
0.015625,0.859375,1.4375,0.00797677
0.015625,0.859375,1.453125,0.0014138222
0.015625,0.859375,1.46875,0.009428978
0.015625,0.859375,1.484375,0.0147771835
0.015625,0.859375,1.5,0.024344206
0.015625,0.859375,1.515625,0.005286455
0.015625,0.859375,1.53125,0.0066678524
0.015625,0.859375,1.546875,0.015224218
0.015625,0.859375,1.5625,0.042223215
0.015625,0.859375,1.578125,0.042955875
0.015625,0.859375,1.59375,0.009366512
0.015625,0.859375,1.609375,0.007377863
0.015625,0.859375,1.625,0.012221098
0.015625,0.859375,1.640625,0.025475502
0.015625,0.859375,1.65625,0.008506775
0.015625,0.859375,1.671875,0.0050697327
0.015625,0.859375,1.6875,0.0052559376
0.015625,0.859375,1.703125,0.008230686
0.015625,0.859375,1.71875,0.009619713
0.015625,0.859375,1.734375,0.00893569
0.015625,0.859375,1.75,0.009948015
0.015625,0.859375,1.765625,0.019863605
0.015625,0.859375,1.78125,0.021753311
0.015625,0.859375,1.796875,0.029114485
0.015625,0.859375,1.8125,0.022529602
0.015625,0.859375,1.828125,0.035357714
0.015625,0.859375,1.84375,0.02589345
0.015625,0.859375,1.859375,0.012816906
0.015625,0.859375,1.875,0.01292181
0.015625,0.859375,1.890625,0.014060497
0.015625,0.859375,1.90625,0.05345869
0.015625,0.859375,1.921875,0.21031213
0.015625,0.859375,1.9375,0.0353024
0.015625,0.859375,1.953125,0.010643005
0.015625,0.859375,1.96875,0.009310007
0.015625,0.859375,1.984375,0.009878635
0.015625,0.875,0.0,0.0398643
0.015625,0.875,0.015625,0.06419182
0.015625,0.875,0.03125,0.012799025
0.015625,0.875,0.046875,0.014580965
0.015625,0.875,0.0625,0.017190456
0.015625,0.875,0.078125,0.008778572
0.015625,0.875,0.09375,0.0031087399
0.015625,0.875,0.109375,0.0018515587
0.015625,0.875,0.125,0.004417658
0.015625,0.875,0.140625,0.0036792755
0.015625,0.875,0.15625,0.004618168
0.015625,0.875,0.171875,0.010469437
0.015625,0.875,0.1875,0.02418375
0.015625,0.875,0.203125,0.06749463
0.015625,0.875,0.21875,0.089220285
0.015625,0.875,0.234375,0.033693552
0.015625,0.875,0.25,0.023070335
0.015625,0.875,0.265625,0.020909071
0.015625,0.875,0.28125,0.02113533
0.015625,0.875,0.296875,0.03780532
0.015625,0.875,0.3125,0.033974648
0.015625,0.875,0.328125,0.026007652
0.015625,0.875,0.34375,0.03167081
0.015625,0.875,0.359375,0.021272182
0.015625,0.875,0.375,0.19374824
0.015625,0.875,0.390625,0.1513679
0.015625,0.875,0.40625,0.013210297
0.015625,0.875,0.421875,0.015910625
0.015625,0.875,0.4375,0.012667656
0.015625,0.875,0.453125,0.007618189
0.015625,0.875,0.46875,0.01322341
0.015625,0.875,0.484375,0.016140461
0.015625,0.875,0.5,0.026210785
0.015625,0.875,0.515625,0.024692774
0.015625,0.875,0.53125,0.016106367
0.015625,0.875,0.546875,0.0064923763
0.015625,0.875,0.5625,0.026836157
0.015625,0.875,0.578125,0.038535118
0.015625,0.875,0.59375,0.02742958
0.015625,0.875,0.609375,0.014382601
0.015625,0.875,0.625,0.025948763
0.015625,0.875,0.640625,0.0056300163
0.015625,0.875,0.65625,0.0048513412
0.015625,0.875,0.671875,0.003698349
0.015625,0.875,0.6875,0.02386856
0.015625,0.875,0.703125,0.017674923
0.015625,0.875,0.71875,0.0038542747
0.015625,0.875,0.734375,0.007810116
0.015625,0.875,0.75,0.011213064
0.015625,0.875,0.765625,0.0071065426
0.015625,0.875,0.78125,0.011139631
0.015625,0.875,0.796875,0.031431198
0.015625,0.875,0.8125,0.027137995
0.015625,0.875,0.828125,0.02179122
0.015625,0.875,0.84375,0.035538673
0.015625,0.875,0.859375,0.025827646
0.015625,0.875,0.875,0.015962124
0.015625,0.875,0.890625,0.009888411
0.015625,0.875,0.90625,0.010817289
0.015625,0.875,0.921875,0.024978876
0.015625,0.875,0.9375,0.028997898
0.015625,0.875,0.953125,0.024761438
0.015625,0.875,0.96875,0.013160467
0.015625,0.875,0.984375,0.014983416
0.015625,0.875,1.0,0.021964073
0.015625,0.875,1.015625,0.02331853
0.015625,0.875,1.03125,0.16229105
0.015625,0.875,1.046875,0.26610303
0.015625,0.875,1.0625,0.009520769
0.015625,0.875,1.078125,0.034158707
0.015625,0.875,1.09375,0.016164541
0.015625,0.875,1.109375,0.0041849613
0.015625,0.875,1.125,0.02300167
0.015625,0.875,1.140625,0.018736124
0.015625,0.875,1.15625,0.007264614
0.015625,0.875,1.171875,0.008090973
0.015625,0.875,1.1875,0.004874468
0.015625,0.875,1.203125,0.0059862137
0.015625,0.875,1.21875,0.012151003
0.015625,0.875,1.234375,0.017439604
0.015625,0.875,1.25,0.017828465
0.015625,0.875,1.265625,0.011589766
0.015625,0.875,1.28125,0.004880905
0.015625,0.875,1.296875,0.009931803
0.015625,0.875,1.3125,0.0092151165
0.015625,0.875,1.328125,0.0085299015
0.015625,0.875,1.34375,0.015343428
0.015625,0.875,1.359375,0.016295433
0.015625,0.875,1.375,0.004539728
0.015625,0.875,1.390625,0.0022456646
0.015625,0.875,1.40625,0.0047574043
0.015625,0.875,1.421875,0.0071890354
0.015625,0.875,1.4375,0.008768082
0.015625,0.875,1.453125,0.014752865
0.015625,0.875,1.46875,0.02273488
0.015625,0.875,1.484375,0.021790028
0.015625,0.875,1.5,0.013098717
0.015625,0.875,1.515625,0.009012461
0.015625,0.875,1.53125,0.028501987
0.015625,0.875,1.546875,0.04816246
0.015625,0.875,1.5625,0.040991068
0.015625,0.875,1.578125,0.021431208
0.015625,0.875,1.59375,0.00980711
0.015625,0.875,1.609375,0.007858515
0.015625,0.875,1.625,0.023431301
0.015625,0.875,1.640625,0.0043485165
0.015625,0.875,1.65625,0.0051903725
0.015625,0.875,1.671875,0.0067648888
0.015625,0.875,1.6875,0.010339975
0.015625,0.875,1.703125,0.027497292
0.015625,0.875,1.71875,0.02763033
0.015625,0.875,1.734375,0.025211573
0.015625,0.875,1.75,0.024396181
0.015625,0.875,1.765625,0.015487194
0.015625,0.875,1.78125,0.025275946
0.015625,0.875,1.796875,0.020841837
0.015625,0.875,1.8125,0.009107113
0.015625,0.875,1.828125,0.022622824
0.015625,0.875,1.84375,0.03331113
0.015625,0.875,1.859375,0.018362522
0.015625,0.875,1.875,0.009494305
0.015625,0.875,1.890625,0.014342785
0.015625,0.875,1.90625,0.013189077
0.015625,0.875,1.921875,0.28893232
0.015625,0.875,1.9375,0.03511238
0.015625,0.875,1.953125,0.015124559
0.015625,0.875,1.96875,0.014652014
0.015625,0.875,1.984375,0.014608145
0.015625,0.890625,0.0,0.06665945
0.015625,0.890625,0.015625,0.017078876
0.015625,0.890625,0.03125,0.009434938
0.015625,0.890625,0.046875,0.009181023
0.015625,0.890625,0.0625,0.017415285
0.015625,0.890625,0.078125,0.012880802
0.015625,0.890625,0.09375,0.007767439
0.015625,0.890625,0.109375,0.0062937737
0.015625,0.890625,0.125,0.0056915283
0.015625,0.890625,0.140625,0.0045104027
0.015625,0.890625,0.15625,0.0065078735
0.015625,0.890625,0.171875,0.00604105
0.015625,0.890625,0.1875,0.012505293
0.015625,0.890625,0.203125,0.03772831
0.015625,0.890625,0.21875,0.08776569
0.015625,0.890625,0.234375,0.026150703
0.015625,0.890625,0.25,0.02730751
0.015625,0.890625,0.265625,0.027586699
0.015625,0.890625,0.28125,0.02406001
0.015625,0.890625,0.296875,0.028813124
0.015625,0.890625,0.3125,0.043030262
0.015625,0.890625,0.328125,0.03890705
0.015625,0.890625,0.34375,0.026812792
0.015625,0.890625,0.359375,0.07068515
0.015625,0.890625,0.375,0.13968253
0.015625,0.890625,0.390625,0.0066201687
0.015625,0.890625,0.40625,0.0042204857
0.015625,0.890625,0.421875,0.016937733
0.015625,0.890625,0.4375,0.01884818
0.015625,0.890625,0.453125,0.0068290234
0.015625,0.890625,0.46875,0.012449026
0.015625,0.890625,0.484375,0.0119764805
0.015625,0.890625,0.5,0.012004614
0.015625,0.890625,0.515625,0.015806437
0.015625,0.890625,0.53125,0.025717974
0.015625,0.890625,0.546875,0.018479586
0.015625,0.890625,0.5625,0.032299757
0.015625,0.890625,0.578125,0.0335958
0.015625,0.890625,0.59375,0.012125492
0.015625,0.890625,0.609375,0.010158062
0.015625,0.890625,0.625,0.033806086
0.015625,0.890625,0.640625,0.007543564
0.015625,0.890625,0.65625,0.010218143
0.015625,0.890625,0.671875,0.004994154
0.015625,0.890625,0.6875,0.027570486
0.015625,0.890625,0.703125,0.026418924
0.015625,0.890625,0.71875,0.007557869
0.015625,0.890625,0.734375,0.005717993
0.015625,0.890625,0.75,0.0067546368
0.015625,0.890625,0.765625,0.004645109
0.015625,0.890625,0.78125,0.013141632
0.015625,0.890625,0.796875,0.038432837
0.015625,0.890625,0.8125,0.01925826
0.015625,0.890625,0.828125,0.02658534
0.015625,0.890625,0.84375,0.03498912
0.015625,0.890625,0.859375,0.013694525
0.015625,0.890625,0.875,0.008253574
0.015625,0.890625,0.890625,0.0064809322
0.015625,0.890625,0.90625,0.01139307
0.015625,0.890625,0.921875,0.018341303
0.015625,0.890625,0.9375,0.019162655
0.015625,0.890625,0.953125,0.013107777
0.015625,0.890625,0.96875,0.0063192844
0.015625,0.890625,0.984375,0.0048069954
0.015625,0.890625,1.0,0.009973288
0.015625,0.890625,1.015625,0.013048649
0.015625,0.890625,1.03125,0.010607719
0.015625,0.890625,1.046875,0.28502965
0.015625,0.890625,1.0625,0.058333874
0.015625,0.890625,1.078125,0.04005575
0.015625,0.890625,1.09375,0.00962472
0.015625,0.890625,1.109375,0.0062093735
0.015625,0.890625,1.125,0.011677504
0.015625,0.890625,1.140625,0.025668144
0.015625,0.890625,1.15625,0.01038146
0.015625,0.890625,1.171875,0.0083351135
0.015625,0.890625,1.1875,0.00562191
0.015625,0.890625,1.203125,0.005031109
0.015625,0.890625,1.21875,0.006697893
0.015625,0.890625,1.234375,0.006973028
0.015625,0.890625,1.25,0.010346413
0.015625,0.890625,1.265625,0.009890318
0.015625,0.890625,1.28125,0.013434172
0.015625,0.890625,1.296875,0.015429974
0.015625,0.890625,1.3125,0.011786222
0.015625,0.890625,1.328125,0.019826174
0.015625,0.890625,1.34375,0.0250566
0.015625,0.890625,1.359375,0.009006739
0.015625,0.890625,1.375,0.001234293
0.015625,0.890625,1.390625,0.0063869953
0.015625,0.890625,1.40625,0.0023510456
0.015625,0.890625,1.421875,0.0039584637
0.015625,0.890625,1.4375,0.02375555
0.015625,0.890625,1.453125,0.029241323
0.015625,0.890625,1.46875,0.017899513
0.015625,0.890625,1.484375,0.012531996
0.015625,0.890625,1.5,0.0077605247
0.015625,0.890625,1.515625,0.03828597
0.015625,0.890625,1.53125,0.04294181
0.015625,0.890625,1.546875,0.032813072
0.015625,0.890625,1.5625,0.0244658
0.015625,0.890625,1.578125,0.0058259964
0.015625,0.890625,1.59375,0.008401871
0.015625,0.890625,1.609375,0.01524806
0.015625,0.890625,1.625,0.030031204
0.015625,0.890625,1.640625,0.010400057
0.015625,0.890625,1.65625,0.014658451
0.015625,0.890625,1.671875,0.014179945
0.015625,0.890625,1.6875,0.028212547
0.015625,0.890625,1.703125,0.015837431
0.015625,0.890625,1.71875,0.015921116
0.015625,0.890625,1.734375,0.009686232
0.015625,0.890625,1.75,0.00996685
0.015625,0.890625,1.765625,0.012286663
0.015625,0.890625,1.78125,0.012224436
0.015625,0.890625,1.796875,0.01320219
0.015625,0.890625,1.8125,0.011066675
0.015625,0.890625,1.828125,0.013072252
0.015625,0.890625,1.84375,0.040353775
0.015625,0.890625,1.859375,0.01169157
0.015625,0.890625,1.875,0.017452955
0.015625,0.890625,1.890625,0.011598587
0.015625,0.890625,1.90625,0.016312122
0.015625,0.890625,1.921875,0.2860999
0.015625,0.890625,1.9375,0.02730298
0.015625,0.890625,1.953125,0.03671384
0.015625,0.890625,1.96875,0.0366354
0.015625,0.890625,1.984375,0.03592658
0.015625,0.90625,0.0,0.06684327
0.015625,0.90625,0.015625,0.005054474
0.015625,0.90625,0.03125,0.0068740845
0.015625,0.90625,0.046875,0.008473873
0.015625,0.90625,0.0625,0.012317896
0.015625,0.90625,0.078125,0.0097785
0.015625,0.90625,0.09375,0.010468483
0.015625,0.90625,0.109375,0.0052657127
0.015625,0.90625,0.125,0.0028083324
0.015625,0.90625,0.140625,0.0046491623
0.015625,0.90625,0.15625,0.0032334328
0.015625,0.90625,0.171875,0.010722399
0.015625,0.90625,0.1875,0.014829397
0.015625,0.90625,0.203125,0.024166107
0.015625,0.90625,0.21875,0.078573704
0.015625,0.90625,0.234375,0.018284082
0.015625,0.90625,0.25,0.014849424
0.015625,0.90625,0.265625,0.025608063
0.015625,0.90625,0.28125,0.022078037
0.015625,0.90625,0.296875,0.015371084
0.015625,0.90625,0.3125,0.012239456
0.015625,0.90625,0.328125,0.027023315
0.015625,0.90625,0.34375,0.11744189
0.015625,0.90625,0.359375,0.1445806
0.015625,0.90625,0.375,0.033777475
0.015625,0.90625,0.390625,0.0039787292
0.015625,0.90625,0.40625,0.00979352
0.015625,0.90625,0.421875,0.027908325
0.015625,0.90625,0.4375,0.024771929
0.015625,0.90625,0.453125,0.018875599
0.015625,0.90625,0.46875,0.02221179
0.015625,0.90625,0.484375,0.02174759
0.015625,0.90625,0.5,0.015076876
0.015625,0.90625,0.515625,0.012949705
0.015625,0.90625,0.53125,0.048154116
0.015625,0.90625,0.546875,0.026887894
0.015625,0.90625,0.5625,0.020678043
0.015625,0.90625,0.578125,0.020430326
0.015625,0.90625,0.59375,0.016833305
0.015625,0.90625,0.609375,0.01392889
0.015625,0.90625,0.625,0.03529191
0.015625,0.90625,0.640625,0.017508745
0.015625,0.90625,0.65625,0.010787964
0.015625,0.90625,0.671875,0.005187273
0.015625,0.90625,0.6875,0.019479036
0.015625,0.90625,0.703125,0.030952215
0.015625,0.90625,0.71875,0.018342018
0.015625,0.90625,0.734375,0.010895491
0.015625,0.90625,0.75,0.009970903
0.015625,0.90625,0.765625,0.008132458
0.015625,0.90625,0.78125,0.022903204
0.015625,0.90625,0.796875,0.025433779
0.015625,0.90625,0.8125,0.023448706
0.015625,0.90625,0.828125,0.026018143
0.015625,0.90625,0.84375,0.012182474
0.015625,0.90625,0.859375,0.0033302307
0.015625,0.90625,0.875,0.0064029694
0.015625,0.90625,0.890625,0.013164282
0.015625,0.90625,0.90625,0.015789509
0.015625,0.90625,0.921875,0.026215076
0.015625,0.90625,0.9375,0.023307562
0.015625,0.90625,0.953125,0.008921862
0.015625,0.90625,0.96875,0.0021674633
0.015625,0.90625,0.984375,0.0031671524
0.015625,0.90625,1.0,0.007120371
0.015625,0.90625,1.015625,0.006594181
0.015625,0.90625,1.03125,0.0060572624
0.015625,0.90625,1.046875,0.01694107
0.015625,0.90625,1.0625,0.33198667
0.015625,0.90625,1.078125,0.01921463
0.015625,0.90625,1.09375,0.008684158
0.015625,0.90625,1.109375,0.0047240257
0.015625,0.90625,1.125,0.018024206
0.015625,0.90625,1.140625,0.016523123
0.015625,0.90625,1.15625,0.0060617924
0.015625,0.90625,1.171875,0.0073800087
0.015625,0.90625,1.1875,0.0041000843
0.015625,0.90625,1.203125,0.0017666817
0.015625,0.90625,1.21875,0.003746748
0.015625,0.90625,1.234375,0.0047655106
0.015625,0.90625,1.25,0.0038776398
0.015625,0.90625,1.265625,0.0058918
0.015625,0.90625,1.28125,0.009079456
0.015625,0.90625,1.296875,0.019303799
0.015625,0.90625,1.3125,0.029556274
0.015625,0.90625,1.328125,0.026741266
0.015625,0.90625,1.34375,0.016498804
0.015625,0.90625,1.359375,0.0030999184
0.015625,0.90625,1.375,0.0028357506
0.015625,0.90625,1.390625,0.006562948
0.015625,0.90625,1.40625,0.009117842
0.015625,0.90625,1.421875,0.029007673
0.015625,0.90625,1.4375,0.03668976
0.015625,0.90625,1.453125,0.018312693
0.015625,0.90625,1.46875,0.009151936
0.015625,0.90625,1.484375,0.00837779
0.015625,0.90625,1.5,0.006516218
0.015625,0.90625,1.515625,0.048490524
0.015625,0.90625,1.53125,0.027777195
0.015625,0.90625,1.546875,0.028093576
0.015625,0.90625,1.5625,0.006538391
0.015625,0.90625,1.578125,0.023326159
0.015625,0.90625,1.59375,0.030757904
0.015625,0.90625,1.609375,0.027065516
0.015625,0.90625,1.625,0.015237808
0.015625,0.90625,1.640625,0.011701584
0.015625,0.90625,1.65625,0.005487919
0.015625,0.90625,1.671875,0.0055963993
0.015625,0.90625,1.6875,0.010118008
0.015625,0.90625,1.703125,0.011770248
0.015625,0.90625,1.71875,0.0083322525
0.015625,0.90625,1.734375,0.015319824
0.015625,0.90625,1.75,0.02610445
0.015625,0.90625,1.765625,0.027712345
0.015625,0.90625,1.78125,0.02467823
0.015625,0.90625,1.796875,0.014294624
0.015625,0.90625,1.8125,0.0100746155
0.015625,0.90625,1.828125,0.011698246
0.015625,0.90625,1.84375,0.028016329
0.015625,0.90625,1.859375,0.021140099
0.015625,0.90625,1.875,0.01305151
0.015625,0.90625,1.890625,0.0149436
0.015625,0.90625,1.90625,0.012197733
0.015625,0.90625,1.921875,0.30000687
0.015625,0.90625,1.9375,0.0052084923
0.015625,0.90625,1.953125,0.0042073727
0.015625,0.90625,1.96875,0.0078372955
0.015625,0.90625,1.984375,0.012614965
0.015625,0.921875,0.0,0.064988375
0.015625,0.921875,0.015625,0.0048754215
0.015625,0.921875,0.03125,0.006923914
0.015625,0.921875,0.046875,0.008840084
0.015625,0.921875,0.0625,0.012151241
0.015625,0.921875,0.078125,0.009768724
0.015625,0.921875,0.09375,0.012938023
0.015625,0.921875,0.109375,0.008245707
0.015625,0.921875,0.125,0.006635666
0.015625,0.921875,0.140625,0.006759882
0.015625,0.921875,0.15625,0.005738735
0.015625,0.921875,0.171875,0.0097231865
0.015625,0.921875,0.1875,0.012171507
0.015625,0.921875,0.203125,0.036188364
0.015625,0.921875,0.21875,0.0844605
0.015625,0.921875,0.234375,0.019783497
0.015625,0.921875,0.25,0.009385347
0.015625,0.921875,0.265625,0.022421837
0.015625,0.921875,0.28125,0.022732973
0.015625,0.921875,0.296875,0.012145519
0.015625,0.921875,0.3125,0.008025169
0.015625,0.921875,0.328125,0.068585634
0.015625,0.921875,0.34375,0.08317709
0.015625,0.921875,0.359375,0.028930664
0.015625,0.921875,0.375,0.015250683
0.015625,0.921875,0.390625,0.005319357
0.015625,0.921875,0.40625,0.014085054
0.015625,0.921875,0.421875,0.027027369
0.015625,0.921875,0.4375,0.02444148
0.015625,0.921875,0.453125,0.008879423
0.015625,0.921875,0.46875,0.01331234
0.015625,0.921875,0.484375,0.01772523
0.015625,0.921875,0.5,0.014232159
0.015625,0.921875,0.515625,0.021061182
0.015625,0.921875,0.53125,0.054103136
0.015625,0.921875,0.546875,0.017817974
0.015625,0.921875,0.5625,0.015000105
0.015625,0.921875,0.578125,0.009348869
0.015625,0.921875,0.59375,0.010747194
0.015625,0.921875,0.609375,0.017917871
0.015625,0.921875,0.625,0.023180962
0.015625,0.921875,0.640625,0.018318653
0.015625,0.921875,0.65625,0.010509968
0.015625,0.921875,0.671875,0.008132219
0.015625,0.921875,0.6875,0.011512756
0.015625,0.921875,0.703125,0.014436722
0.015625,0.921875,0.71875,0.020436525
0.015625,0.921875,0.734375,0.018421173
0.015625,0.921875,0.75,0.021553516
0.015625,0.921875,0.765625,0.022119045
0.015625,0.921875,0.78125,0.04385662
0.015625,0.921875,0.796875,0.023204565
0.015625,0.921875,0.8125,0.022442102
0.015625,0.921875,0.828125,0.0117919445
0.015625,0.921875,0.84375,0.00467062
0.015625,0.921875,0.859375,0.0034701824
0.015625,0.921875,0.875,0.00941062
0.015625,0.921875,0.890625,0.021257639
0.015625,0.921875,0.90625,0.017658234
0.015625,0.921875,0.921875,0.026263952
0.015625,0.921875,0.9375,0.016840935
0.015625,0.921875,0.953125,0.008862495
0.015625,0.921875,0.96875,0.0068974495
0.015625,0.921875,0.984375,0.0055418015
0.015625,0.921875,1.0,0.0071997643
0.015625,0.921875,1.015625,0.0045280457
0.015625,0.921875,1.03125,0.005451441
0.015625,0.921875,1.046875,0.010908604
0.015625,0.921875,1.0625,0.33947158
0.015625,0.921875,1.078125,0.32590532
0.015625,0.921875,1.09375,0.009486437
0.015625,0.921875,1.109375,0.011115074
0.015625,0.921875,1.125,0.016160965
0.015625,0.921875,1.140625,0.016417742
0.015625,0.921875,1.15625,0.012073278
0.015625,0.921875,1.171875,0.01314044
0.015625,0.921875,1.1875,0.008432388
0.015625,0.921875,1.203125,0.009153128
0.015625,0.921875,1.21875,0.002097845
0.015625,0.921875,1.234375,0.007522106
0.015625,0.921875,1.25,0.013499975
0.015625,0.921875,1.265625,0.008260727
0.015625,0.921875,1.28125,0.010076284
0.015625,0.921875,1.296875,0.024362564
0.015625,0.921875,1.3125,0.030688524
0.015625,0.921875,1.328125,0.01859188
0.015625,0.921875,1.34375,0.010828257
0.015625,0.921875,1.359375,0.011297464
0.015625,0.921875,1.375,0.016299963
0.015625,0.921875,1.390625,0.018348694
0.015625,0.921875,1.40625,0.024846315
0.015625,0.921875,1.421875,0.04378438
0.015625,0.921875,1.4375,0.028125763
0.015625,0.921875,1.453125,0.017183542
0.015625,0.921875,1.46875,0.00957942
0.015625,0.921875,1.484375,0.013736963
0.015625,0.921875,1.5,0.006314039
0.015625,0.921875,1.515625,0.04411435
0.015625,0.921875,1.53125,0.020282984
0.015625,0.921875,1.546875,0.023720264
0.015625,0.921875,1.5625,0.026590109
