L0,x,y,H0
0.015625,0.078125,0.890625,0.009415388
0.015625,0.078125,0.90625,0.014830589
0.015625,0.078125,0.921875,0.013646126
0.015625,0.078125,0.9375,0.009118795
0.015625,0.078125,0.953125,0.003515482
0.015625,0.078125,0.96875,0.0020205975
0.015625,0.078125,0.984375,0.0050137043
0.015625,0.078125,1.0,0.010365963
0.015625,0.078125,1.015625,0.008123636
0.015625,0.078125,1.03125,0.006683588
0.015625,0.078125,1.046875,0.0027587414
0.015625,0.078125,1.0625,0.0014841557
0.015625,0.078125,1.078125,0.008465767
0.015625,0.078125,1.09375,0.004052162
0.015625,0.078125,1.109375,0.0047032833
0.015625,0.078125,1.125,0.0067224503
0.015625,0.078125,1.140625,0.003930807
0.015625,0.078125,1.15625,0.0030584335
0.015625,0.078125,1.171875,0.0010232925
0.015625,0.078125,1.1875,0.006108284
0.015625,0.078125,1.203125,0.003758192
0.015625,0.078125,1.21875,0.006411314
0.015625,0.078125,1.234375,0.010189056
0.015625,0.078125,1.25,0.009705782
0.015625,0.078125,1.265625,0.1339531
0.015625,0.078125,1.28125,0.022615194
0.015625,0.078125,1.296875,0.012336493
0.015625,0.078125,1.3125,0.0051965714
0.015625,0.078125,1.328125,0.0038926601
0.015625,0.078125,1.34375,0.012048483
0.015625,0.078125,1.359375,0.011626005
0.015625,0.078125,1.375,0.015762806
0.015625,0.078125,1.390625,0.004181385
0.015625,0.078125,1.40625,0.008765459
0.015625,0.078125,1.421875,0.011664391
0.015625,0.078125,1.4375,0.0029437542
0.015625,0.078125,1.453125,0.008969784
0.015625,0.078125,1.46875,0.009686232
0.015625,0.078125,1.484375,0.005639553
0.015625,0.078125,1.5,0.0071151257
0.015625,0.078125,1.515625,0.007827997
0.015625,0.078125,1.53125,0.004580736
0.015625,0.078125,1.546875,0.0046243668
0.015625,0.078125,1.5625,0.012911558
0.015625,0.078125,1.578125,0.022672892
0.015625,0.078125,1.59375,0.035784245
0.015625,0.078125,1.609375,0.03833103
0.015625,0.078125,1.625,0.0723114
0.015625,0.078125,1.640625,0.124620914
0.015625,0.078125,1.65625,0.017536879
0.015625,0.078125,1.671875,0.008963823
0.015625,0.078125,1.6875,0.0037534237
0.015625,0.078125,1.703125,0.0062320232
0.015625,0.078125,1.71875,0.006976843
0.015625,0.078125,1.734375,0.00690794
0.015625,0.078125,1.75,0.015317917
0.015625,0.078125,1.765625,0.012076139
0.015625,0.078125,1.78125,0.018210411
0.015625,0.078125,1.796875,0.02479887
0.015625,0.078125,1.8125,0.019980192
0.015625,0.078125,1.828125,0.013853073
0.015625,0.078125,1.84375,0.0060875416
0.015625,0.078125,1.859375,0.009462357
0.015625,0.078125,1.875,0.0039749146
0.015625,0.078125,1.890625,0.0017795563
0.015625,0.078125,1.90625,0.0028796196
0.015625,0.078125,1.921875,0.0034337044
0.015625,0.078125,1.9375,0.0037565231
0.015625,0.078125,1.953125,0.011548758
0.015625,0.078125,1.96875,0.012002468
0.015625,0.078125,1.984375,0.074869156
0.015625,0.09375,0.0,0.023974895
0.015625,0.09375,0.015625,0.027253866
0.015625,0.09375,0.03125,0.017488003
0.015625,0.09375,0.046875,0.017942905
0.015625,0.09375,0.0625,0.0063328743
0.015625,0.09375,0.078125,0.00420022
0.015625,0.09375,0.09375,0.004030466
0.015625,0.09375,0.109375,0.01634574
0.015625,0.09375,0.125,0.012035608
0.015625,0.09375,0.140625,0.0062179565
0.015625,0.09375,0.15625,0.010078669
0.015625,0.09375,0.171875,0.011099815
0.015625,0.09375,0.1875,0.008822203
0.015625,0.09375,0.203125,0.007681608
0.015625,0.09375,0.21875,0.0052461624
0.015625,0.09375,0.234375,0.006927967
0.015625,0.09375,0.25,0.006756544
0.015625,0.09375,0.265625,0.009208918
0.015625,0.09375,0.28125,0.025770903
0.015625,0.09375,0.296875,0.023555279
0.015625,0.09375,0.3125,0.009793043
0.015625,0.09375,0.328125,0.0051066875
0.015625,0.09375,0.34375,0.004166603
0.015625,0.09375,0.359375,0.004901886
0.015625,0.09375,0.375,0.005810499
0.015625,0.09375,0.390625,0.0030398369
0.015625,0.09375,0.40625,0.010376215
0.015625,0.09375,0.421875,0.0076231956
0.015625,0.09375,0.4375,0.0076503754
0.015625,0.09375,0.453125,0.010469198
0.015625,0.09375,0.46875,0.010874271
0.015625,0.09375,0.484375,0.009967089
0.015625,0.09375,0.5,0.0066800117
0.015625,0.09375,0.515625,0.0063939095
0.015625,0.09375,0.53125,0.012197018
0.015625,0.09375,0.546875,0.027516842
0.015625,0.09375,0.5625,0.0059058666
0.015625,0.09375,0.578125,0.0027022362
0.015625,0.09375,0.59375,0.005990982
0.015625,0.09375,0.609375,0.0053691864
0.015625,0.09375,0.625,0.0029034615
0.015625,0.09375,0.640625,0.0027792454
0.015625,0.09375,0.65625,0.004590273
0.015625,0.09375,0.671875,0.007822275
0.015625,0.09375,0.6875,0.014476538
0.015625,0.09375,0.703125,0.030820131
0.015625,0.09375,0.71875,0.014046431
0.015625,0.09375,0.734375,0.016781569
0.015625,0.09375,0.75,0.0013363361
0.015625,0.09375,0.765625,0.0044112206
0.015625,0.09375,0.78125,0.007910013
0.015625,0.09375,0.796875,0.0045502186
0.015625,0.09375,0.8125,0.009016275
0.015625,0.09375,0.828125,0.01634574
0.015625,0.09375,0.84375,0.00445199
0.015625,0.09375,0.859375,0.008668184
0.015625,0.09375,0.875,0.0043468475
0.015625,0.09375,0.890625,0.0063636303
0.015625,0.09375,0.90625,0.010861874
0.015625,0.09375,0.921875,0.012713194
0.015625,0.09375,0.9375,0.01534915
0.015625,0.09375,0.953125,0.005911827
0.015625,0.09375,0.96875,0.0038759708
0.015625,0.09375,0.984375,0.0010714531
0.015625,0.09375,1.0,0.002902031
0.015625,0.09375,1.015625,0.0025048256
0.015625,0.09375,1.03125,0.005551815
0.015625,0.09375,1.046875,0.0022246838
0.015625,0.09375,1.0625,0.010641813
0.015625,0.09375,1.078125,0.02553463
0.015625,0.09375,1.09375,0.015890121
0.015625,0.09375,1.109375,0.0132751465
0.015625,0.09375,1.125,0.00648427
0.015625,0.09375,1.140625,0.0035002232
0.015625,0.09375,1.15625,0.008012533
0.015625,0.09375,1.171875,0.0069355965
0.015625,0.09375,1.1875,0.006132126
0.015625,0.09375,1.203125,0.0022394657
0.015625,0.09375,1.21875,0.0059325695
0.015625,0.09375,1.234375,0.0063705444
0.015625,0.09375,1.25,0.007794857
0.015625,0.09375,1.265625,0.11678648
0.015625,0.09375,1.28125,0.025457382
0.015625,0.09375,1.296875,0.062595844
0.015625,0.09375,1.3125,0.0075774193
0.015625,0.09375,1.328125,0.006521225
0.015625,0.09375,1.34375,0.21165538
0.015625,0.09375,1.359375,0.042785406
0.015625,0.09375,1.375,0.018149853
0.015625,0.09375,1.390625,0.0029873848
0.015625,0.09375,1.40625,0.011811733
0.015625,0.09375,1.421875,0.0117714405
0.015625,0.09375,1.4375,0.0025775433
0.015625,0.09375,1.453125,0.0044009686
0.015625,0.09375,1.46875,0.009995699
0.015625,0.09375,1.484375,0.008696556
0.015625,0.09375,1.5,0.010445356
0.015625,0.09375,1.515625,0.00906682
0.015625,0.09375,1.53125,0.0058920383
0.015625,0.09375,1.546875,0.009554386
0.015625,0.09375,1.5625,0.014697075
0.015625,0.09375,1.578125,0.019840479
0.015625,0.09375,1.59375,0.032646894
0.015625,0.09375,1.609375,0.038021803
0.015625,0.09375,1.625,0.004539728
0.015625,0.09375,1.640625,0.22711658
0.015625,0.09375,1.65625,0.02849722
0.015625,0.09375,1.671875,0.014844418
0.015625,0.09375,1.6875,0.0052928925
0.015625,0.09375,1.703125,0.0029633045
0.015625,0.09375,1.71875,0.0033640862
0.015625,0.09375,1.734375,0.00269413
0.015625,0.09375,1.75,0.012431622
0.015625,0.09375,1.765625,0.015635252
0.015625,0.09375,1.78125,0.014477015
0.015625,0.09375,1.796875,0.018603563
0.015625,0.09375,1.8125,0.020975351
0.015625,0.09375,1.828125,0.016035795
0.015625,0.09375,1.84375,0.010380268
0.015625,0.09375,1.859375,0.008889675
0.015625,0.09375,1.875,0.0054371357
0.015625,0.09375,1.890625,0.0025100708
0.015625,0.09375,1.90625,0.0025262833
0.015625,0.09375,1.921875,0.0038306713
0.015625,0.09375,1.9375,0.0049397945
0.015625,0.09375,1.953125,0.008034229
0.015625,0.09375,1.96875,0.01427865
0.015625,0.09375,1.984375,0.080199
0.015625,0.109375,0.0,0.012055397
0.015625,0.109375,0.015625,0.012128592
0.015625,0.109375,0.03125,0.015642166
0.015625,0.109375,0.046875,0.01104641
0.015625,0.109375,0.0625,0.0061109066
0.015625,0.109375,0.078125,0.0023477077
0.015625,0.109375,0.09375,0.0035789013
0.015625,0.109375,0.109375,0.0141477585
0.015625,0.109375,0.125,0.008269072
0.015625,0.109375,0.140625,0.006962061
0.015625,0.109375,0.15625,0.0056083202
0.015625,0.109375,0.171875,0.0035495758
0.015625,0.109375,0.1875,0.0064566135
0.015625,0.109375,0.203125,0.009524345
0.015625,0.109375,0.21875,0.015602112
0.015625,0.109375,0.234375,0.011113167
0.015625,0.109375,0.25,0.007591486
0.015625,0.109375,0.265625,0.013187885
0.015625,0.109375,0.28125,0.03950572
0.015625,0.109375,0.296875,0.011915445
0.015625,0.109375,0.3125,0.0027348995
0.015625,0.109375,0.328125,0.0051932335
0.015625,0.109375,0.34375,0.00284791
0.015625,0.109375,0.359375,0.003991127
0.015625,0.109375,0.375,0.00526309
0.015625,0.109375,0.390625,0.0046117306
0.015625,0.109375,0.40625,0.009009123
0.015625,0.109375,0.421875,0.0046346188
0.015625,0.109375,0.4375,0.005360365
0.015625,0.109375,0.453125,0.011548519
0.015625,0.109375,0.46875,0.01346612
0.015625,0.109375,0.484375,0.009682417
0.015625,0.109375,0.5,0.0019521713
0.015625,0.109375,0.515625,0.002916813
0.015625,0.109375,0.53125,0.0075821877
0.015625,0.109375,0.546875,0.017266035
0.015625,0.109375,0.5625,0.0036680698
0.015625,0.109375,0.578125,0.009431362
0.015625,0.109375,0.59375,0.010472059
0.015625,0.109375,0.609375,0.0110554695
0.015625,0.109375,0.625,0.008026361
0.015625,0.109375,0.640625,0.0058398247
0.015625,0.109375,0.65625,0.0064971447
0.015625,0.109375,0.671875,0.006470442
0.015625,0.109375,0.6875,0.014516592
0.015625,0.109375,0.703125,0.02908063
0.015625,0.109375,0.71875,0.019059658
0.015625,0.109375,0.734375,0.017204285
0.015625,0.109375,0.75,0.005799055
0.015625,0.109375,0.765625,0.0051612854
0.015625,0.109375,0.78125,0.0025491714
0.015625,0.109375,0.796875,0.001986742
0.015625,0.109375,0.8125,0.010445118
0.015625,0.109375,0.828125,0.02319336
0.015625,0.109375,0.84375,0.0056090355
0.015625,0.109375,0.859375,0.007537365
0.015625,0.109375,0.875,0.0036494732
0.015625,0.109375,0.890625,0.0019378662
0.015625,0.109375,0.90625,0.0052978992
0.015625,0.109375,0.921875,0.008323431
0.015625,0.109375,0.9375,0.01108098
0.015625,0.109375,0.953125,0.005556822
0.015625,0.109375,0.96875,0.00664258
0.015625,0.109375,0.984375,0.0053412914
0.015625,0.109375,1.0,0.005702734
0.015625,0.109375,1.015625,0.005728483
0.015625,0.109375,1.03125,0.0046732426
0.015625,0.109375,1.046875,0.002118349
0.015625,0.109375,1.0625,0.014373064
0.015625,0.109375,1.078125,0.01225543
0.015625,0.109375,1.09375,0.0016555786
0.015625,0.109375,1.109375,0.006756544
0.015625,0.109375,1.125,0.009190798
0.015625,0.109375,1.140625,0.44631982
0.015625,0.109375,1.15625,0.49281812
0.015625,0.109375,1.171875,0.49222565
0.015625,0.109375,1.1875,0.48535156
0.015625,0.109375,1.203125,0.0057663918
0.015625,0.109375,1.21875,0.01378274
0.015625,0.109375,1.234375,0.13237524
0.015625,0.109375,1.25,0.45849466
0.015625,0.109375,1.265625,0.4345367
0.015625,0.109375,1.28125,0.39904642
0.015625,0.109375,1.296875,0.3634944
0.015625,0.109375,1.3125,0.32667375
0.015625,0.109375,1.328125,0.32239437
0.015625,0.109375,1.34375,0.14748144
0.015625,0.109375,1.359375,0.24825144
0.015625,0.109375,1.375,0.23628736
0.015625,0.109375,1.390625,0.009535551
0.015625,0.109375,1.40625,0.014139175
0.015625,0.109375,1.421875,0.008752823
0.015625,0.109375,1.4375,0.008198023
0.015625,0.109375,1.453125,0.0142149925
0.015625,0.109375,1.46875,0.013204575
0.015625,0.109375,1.484375,0.0068256855
0.015625,0.109375,1.5,0.007415533
0.015625,0.109375,1.515625,0.009502649
0.015625,0.109375,1.53125,0.011307955
0.015625,0.109375,1.546875,0.011968851
0.015625,0.109375,1.5625,0.009521008
0.015625,0.109375,1.578125,0.0156002045
0.015625,0.109375,1.59375,0.03754306
0.015625,0.109375,1.609375,0.039105892
0.015625,0.109375,1.625,0.20407748
0.015625,0.109375,1.640625,0.16459489
0.015625,0.109375,1.65625,0.023139477
0.015625,0.109375,1.671875,0.015821934
0.015625,0.109375,1.6875,0.0039942265
0.015625,0.109375,1.703125,0.0024335384
0.015625,0.109375,1.71875,0.00086236
0.015625,0.109375,1.734375,0.0018105507
0.015625,0.109375,1.75,0.0066592693
0.015625,0.109375,1.765625,0.013137817
0.015625,0.109375,1.78125,0.014507294
0.015625,0.109375,1.796875,0.020402431
0.015625,0.109375,1.8125,0.027127028
0.015625,0.109375,1.828125,0.019360542
0.015625,0.109375,1.84375,0.011294365
0.015625,0.109375,1.859375,0.012135267
0.015625,0.109375,1.875,0.0052187443
0.015625,0.109375,1.890625,0.002560854
0.015625,0.109375,1.90625,0.004424572
0.015625,0.109375,1.921875,0.0045928955
0.015625,0.109375,1.9375,0.003169775
0.015625,0.109375,1.953125,0.007515192
0.015625,0.109375,1.96875,0.011435747
0.015625,0.109375,1.984375,0.057715654
0.015625,0.125,0.0,0.012269735
0.015625,0.125,0.015625,0.00612092
0.015625,0.125,0.03125,0.012956142
0.015625,0.125,0.046875,0.008269787
0.015625,0.125,0.0625,0.005158901
0.015625,0.125,0.078125,0.00569582
0.015625,0.125,0.09375,0.0069761276
0.015625,0.125,0.109375,0.020018578
0.015625,0.125,0.125,0.005963087
0.015625,0.125,0.140625,0.004575491
0.015625,0.125,0.15625,0.0030927658
0.015625,0.125,0.171875,0.007863998
0.015625,0.125,0.1875,0.0070786476
0.015625,0.125,0.203125,0.005632162
0.015625,0.125,0.21875,0.020109892
0.015625,0.125,0.234375,0.009087801
0.015625,0.125,0.25,0.0044686794
0.015625,0.125,0.265625,0.007757902
0.015625,0.125,0.28125,0.031606197
0.015625,0.125,0.296875,0.023344517
0.015625,0.125,0.3125,0.011841536
0.015625,0.125,0.328125,0.008437157
0.015625,0.125,0.34375,0.005755663
0.015625,0.125,0.359375,0.0103030205
0.015625,0.125,0.375,0.008702278
0.015625,0.125,0.390625,0.009034157
0.015625,0.125,0.40625,0.008857012
0.015625,0.125,0.421875,0.0050621033
0.015625,0.125,0.4375,0.00526762
0.015625,0.125,0.453125,0.012725592
0.015625,0.125,0.46875,0.018683434
0.015625,0.125,0.484375,0.019619942
0.015625,0.125,0.5,0.006105423
0.015625,0.125,0.515625,0.005034685
0.015625,0.125,0.53125,0.01129055
0.015625,0.125,0.546875,0.013483763
0.015625,0.125,0.5625,0.0080907345
0.015625,0.125,0.578125,0.010137558
0.015625,0.125,0.59375,0.008145332
0.015625,0.125,0.609375,0.012159824
0.015625,0.125,0.625,0.007149458
0.015625,0.125,0.640625,0.0025770664
0.015625,0.125,0.65625,0.0029644966
0.015625,0.125,0.671875,0.009533644
0.015625,0.125,0.6875,0.012289524
0.015625,0.125,0.703125,0.015921116
0.015625,0.125,0.71875,0.029970884
0.015625,0.125,0.734375,0.012958288
0.015625,0.125,0.75,0.0032172203
0.015625,0.125,0.765625,0.0036842823
0.015625,0.125,0.78125,0.00222826
0.015625,0.125,0.796875,0.0077204704
0.015625,0.125,0.8125,0.02607131
0.015625,0.125,0.828125,0.026085377
0.015625,0.125,0.84375,0.012215853
0.015625,0.125,0.859375,0.013152361
0.015625,0.125,0.875,0.009586811
0.015625,0.125,0.890625,0.006401539
0.015625,0.125,0.90625,0.0074596405
0.015625,0.125,0.921875,0.010519505
0.015625,0.125,0.9375,0.006906748
0.015625,0.125,0.953125,0.0045433044
0.015625,0.125,0.96875,0.009737015
0.015625,0.125,0.984375,0.010164261
0.015625,0.125,1.0,0.008174896
0.015625,0.125,1.015625,0.015420914
0.015625,0.125,1.03125,0.014167786
0.015625,0.125,1.046875,0.0065402985
0.015625,0.125,1.0625,0.012189865
0.015625,0.125,1.078125,0.012828827
0.015625,0.125,1.09375,0.0067021847
0.015625,0.125,1.109375,0.011484861
0.015625,0.125,1.125,0.48292923
0.015625,0.125,1.140625,0.35479164
0.015625,0.125,1.15625,0.014144182
0.015625,0.125,1.171875,0.0138652325
0.015625,0.125,1.1875,0.2183826
0.015625,0.125,1.203125,0.5216491
0.015625,0.125,1.21875,0.40712643
0.015625,0.125,1.234375,0.3918419
0.015625,0.125,1.25,0.051389217
0.015625,0.125,1.265625,0.049265146
0.015625,0.125,1.28125,0.018288374
0.015625,0.125,1.296875,0.015123606
0.015625,0.125,1.3125,0.0476768
0.015625,0.125,1.328125,0.052822113
0.015625,0.125,1.34375,0.085567
0.015625,0.125,1.359375,0.10513067
0.015625,0.125,1.375,0.11410737
0.015625,0.125,1.390625,0.3319049
0.015625,0.125,1.40625,0.26092386
0.015625,0.125,1.421875,0.014234543
0.015625,0.125,1.4375,0.009960651
0.015625,0.125,1.453125,0.008893013
0.015625,0.125,1.46875,0.059547663
0.015625,0.125,1.484375,0.06656551
0.015625,0.125,1.5,0.051793575
0.015625,0.125,1.515625,0.022846699
0.015625,0.125,1.53125,0.01832676
0.015625,0.125,1.546875,0.014296055
0.015625,0.125,1.5625,0.0073165894
0.015625,0.125,1.578125,0.009459019
0.015625,0.125,1.59375,0.07632899
0.015625,0.125,1.609375,0.16298723
0.015625,0.125,1.625,0.11479497
0.015625,0.125,1.640625,0.018274307
0.015625,0.125,1.65625,0.012606144
0.015625,0.125,1.671875,0.018420935
0.015625,0.125,1.6875,0.014973879
0.015625,0.125,1.703125,0.009785891
0.015625,0.125,1.71875,0.0051181316
0.015625,0.125,1.734375,0.004637718
0.015625,0.125,1.75,0.0039360523
0.015625,0.125,1.765625,0.0077257156
0.015625,0.125,1.78125,0.011442661
0.015625,0.125,1.796875,0.009760141
0.015625,0.125,1.8125,0.019821882
0.015625,0.125,1.828125,0.023313522
0.015625,0.125,1.84375,0.017752886
0.015625,0.125,1.859375,0.017301083
0.015625,0.125,1.875,0.0050747395
0.015625,0.125,1.890625,0.005925417
0.015625,0.125,1.90625,0.0077900887
0.015625,0.125,1.921875,0.0043623447
0.015625,0.125,1.9375,0.0040488243
0.015625,0.125,1.953125,0.007532835
0.015625,0.125,1.96875,0.012721539
0.015625,0.125,1.984375,0.054453373
0.015625,0.140625,0.0,0.013259411
0.015625,0.140625,0.015625,0.012408972
0.015625,0.140625,0.03125,0.019853354
0.015625,0.140625,0.046875,0.009041548
0.015625,0.140625,0.0625,0.00534153
0.015625,0.140625,0.078125,0.0077638626
0.015625,0.140625,0.09375,0.0027382374
0.015625,0.140625,0.109375,0.015203714
0.015625,0.140625,0.125,0.010085821
0.015625,0.140625,0.140625,0.008115292
0.015625,0.140625,0.15625,0.010110617
0.015625,0.140625,0.171875,0.0104010105
0.015625,0.140625,0.1875,0.008667707
0.015625,0.140625,0.203125,0.0044505596
0.015625,0.140625,0.21875,0.015797138
0.015625,0.140625,0.234375,0.0062162876
0.015625,0.140625,0.25,0.006839514
0.015625,0.140625,0.265625,0.011230946
0.015625,0.140625,0.28125,0.017888546
0.015625,0.140625,0.296875,0.022671223
0.015625,0.140625,0.3125,0.020729542
0.015625,0.140625,0.328125,0.020098448
0.015625,0.140625,0.34375,0.012640476
0.015625,0.140625,0.359375,0.027705431
0.015625,0.140625,0.375,0.025605917
0.015625,0.140625,0.390625,0.021490812
0.015625,0.140625,0.40625,0.0049591064
0.015625,0.140625,0.421875,0.0023612976
0.015625,0.140625,0.4375,0.001740694
0.015625,0.140625,0.453125,0.003387928
0.015625,0.140625,0.46875,0.011352062
0.015625,0.140625,0.484375,0.016248703
0.015625,0.140625,0.5,0.0130934715
0.015625,0.140625,0.515625,0.011435747
0.015625,0.140625,0.53125,0.021971464
0.015625,0.140625,0.546875,0.009280682
0.015625,0.140625,0.5625,0.0121052265
0.015625,0.140625,0.578125,0.013176203
0.015625,0.140625,0.59375,0.0029623508
0.015625,0.140625,0.609375,0.009373665
0.015625,0.140625,0.625,0.0067002773
0.015625,0.140625,0.640625,0.0048909187
0.015625,0.140625,0.65625,0.009614468
0.015625,0.140625,0.671875,0.023562908
0.015625,0.140625,0.6875,0.014485836
0.015625,0.140625,0.703125,0.006942749
0.015625,0.140625,0.71875,0.024849892
0.015625,0.140625,0.734375,0.03176737
0.015625,0.140625,0.75,0.010620117
0.015625,0.140625,0.765625,0.006495714
0.015625,0.140625,0.78125,0.011185408
0.015625,0.140625,0.796875,0.033553123
0.015625,0.140625,0.8125,0.03331852
0.015625,0.140625,0.828125,0.022429228
0.015625,0.140625,0.84375,0.014749527
0.015625,0.140625,0.859375,0.018673897
0.015625,0.140625,0.875,0.014218807
0.015625,0.140625,0.890625,0.011152983
0.015625,0.140625,0.90625,0.009463549
0.015625,0.140625,0.921875,0.0112576485
0.015625,0.140625,0.9375,0.01732564
0.015625,0.140625,0.953125,0.012356281
0.015625,0.140625,0.96875,0.008910179
0.015625,0.140625,0.984375,0.009325504
0.015625,0.140625,1.0,0.012024403
0.015625,0.140625,1.015625,0.015581608
0.015625,0.140625,1.03125,0.024401188
0.015625,0.140625,1.046875,0.012867689
0.015625,0.140625,1.0625,0.013175964
0.015625,0.140625,1.078125,0.011973619
0.015625,0.140625,1.09375,0.010871887
0.015625,0.140625,1.109375,0.008853912
0.015625,0.140625,1.125,0.4873941
0.015625,0.140625,1.140625,0.023819923
0.015625,0.140625,1.15625,0.012359619
0.015625,0.140625,1.171875,0.032536507
0.015625,0.140625,1.1875,0.015783072
0.015625,0.140625,1.203125,0.010571718
0.015625,0.140625,1.21875,0.036567926
0.015625,0.140625,1.234375,0.038211107
0.015625,0.140625,1.25,0.025286198
0.015625,0.140625,1.265625,0.018873692
0.015625,0.140625,1.28125,0.023982048
0.015625,0.140625,1.296875,0.018790722
0.015625,0.140625,1.3125,0.014661074
0.015625,0.140625,1.328125,0.0070323944
0.015625,0.140625,1.34375,0.00996685
0.015625,0.140625,1.359375,0.006383896
0.015625,0.140625,1.375,0.006999016
0.015625,0.140625,1.390625,0.014625311
0.015625,0.140625,1.40625,0.35100412
0.015625,0.140625,1.421875,0.0034668446
0.015625,0.140625,1.4375,0.0039038658
0.015625,0.140625,1.453125,0.07946634
0.015625,0.140625,1.46875,0.072668076
0.015625,0.140625,1.484375,0.032342672
0.015625,0.140625,1.5,0.039454937
0.015625,0.140625,1.515625,0.03032732
0.015625,0.140625,1.53125,0.016947508
0.015625,0.140625,1.546875,0.008448124
0.015625,0.140625,1.5625,0.015507221
0.015625,0.140625,1.578125,0.016799212
0.015625,0.140625,1.59375,0.09238529
0.015625,0.140625,1.609375,0.15515518
0.015625,0.140625,1.625,0.015656233
0.015625,0.140625,1.640625,0.014585495
0.015625,0.140625,1.65625,0.007517338
0.015625,0.140625,1.671875,0.009077787
0.015625,0.140625,1.6875,0.012189865
0.015625,0.140625,1.703125,0.0120203495
0.015625,0.140625,1.71875,0.0052478313
0.015625,0.140625,1.734375,0.0058825016
0.015625,0.140625,1.75,0.0063610077
0.015625,0.140625,1.765625,0.0066223145
0.015625,0.140625,1.78125,0.010304451
0.015625,0.140625,1.796875,0.008872986
0.015625,0.140625,1.8125,0.014346123
0.015625,0.140625,1.828125,0.015612841
0.015625,0.140625,1.84375,0.01864481
0.015625,0.140625,1.859375,0.02411294
0.015625,0.140625,1.875,0.009734154
0.015625,0.140625,1.890625,0.00880909
0.015625,0.140625,1.90625,0.007142782
0.015625,0.140625,1.921875,0.007934332
0.015625,0.140625,1.9375,0.008416653
0.015625,0.140625,1.953125,0.0045318604
0.015625,0.140625,1.96875,0.014181852
0.015625,0.140625,1.984375,0.03949547
0.015625,0.15625,0.0,0.012084961
0.015625,0.15625,0.015625,0.00845027
0.015625,0.15625,0.03125,0.010429144
0.015625,0.15625,0.046875,0.0061233044
0.015625,0.15625,0.0625,0.005532503
0.015625,0.15625,0.078125,0.0067281723
0.015625,0.15625,0.09375,0.002990961
0.015625,0.15625,0.109375,0.015305996
0.015625,0.15625,0.125,0.026385307
0.015625,0.15625,0.140625,0.026566029
0.015625,0.15625,0.15625,0.016181946
0.015625,0.15625,0.171875,0.012765646
0.015625,0.15625,0.1875,0.012720346
0.015625,0.15625,0.203125,0.008133411
0.015625,0.15625,0.21875,0.013502836
0.015625,0.15625,0.234375,0.0033185482
0.015625,0.15625,0.25,0.003516674
0.015625,0.15625,0.265625,0.010437965
0.015625,0.15625,0.28125,0.015076637
0.015625,0.15625,0.296875,0.0139734745
0.015625,0.15625,0.3125,0.018321037
0.015625,0.15625,0.328125,0.026674747
0.015625,0.15625,0.34375,0.030970812
0.015625,0.15625,0.359375,0.02580452
0.015625,0.15625,0.375,0.025004864
0.015625,0.15625,0.390625,0.041172504
0.015625,0.15625,0.40625,0.009226561
0.015625,0.15625,0.421875,0.0026783943
0.015625,0.15625,0.4375,0.0043394566
0.015625,0.15625,0.453125,0.0057361126
0.015625,0.15625,0.46875,0.006144047
0.015625,0.15625,0.484375,0.009423733
0.015625,0.15625,0.5,0.0081784725
0.015625,0.15625,0.515625,0.01160717
0.015625,0.15625,0.53125,0.03366065
0.015625,0.15625,0.546875,0.012410641
0.015625,0.15625,0.5625,0.012622595
0.015625,0.15625,0.578125,0.008028746
0.015625,0.15625,0.59375,0.0077910423
0.015625,0.15625,0.609375,0.010442495
0.015625,0.15625,0.625,0.0066366196
0.015625,0.15625,0.640625,0.018648386
0.015625,0.15625,0.65625,0.030267715
0.015625,0.15625,0.671875,0.020127058
0.015625,0.15625,0.6875,0.01144886
0.015625,0.15625,0.703125,0.010954618
0.015625,0.15625,0.71875,0.009758234
0.015625,0.15625,0.734375,0.015321255
0.015625,0.15625,0.75,0.019865036
0.015625,0.15625,0.765625,0.015517235
0.015625,0.15625,0.78125,0.028420448
0.015625,0.15625,0.796875,0.034573317
0.015625,0.15625,0.8125,0.026153564
0.015625,0.15625,0.828125,0.014101267
0.015625,0.15625,0.84375,0.004476309
0.015625,0.15625,0.859375,0.009738207
0.015625,0.15625,0.875,0.012585163
0.015625,0.15625,0.890625,0.010167599
0.015625,0.15625,0.90625,0.009912968
0.015625,0.15625,0.921875,0.011826754
0.015625,0.15625,0.9375,0.014993191
0.015625,0.15625,0.953125,0.007194042
0.015625,0.15625,0.96875,0.005646944
0.015625,0.15625,0.984375,0.010062218
0.015625,0.15625,1.0,0.013779163
0.015625,0.15625,1.015625,0.0061223507
0.015625,0.15625,1.03125,0.02874446
0.015625,0.15625,1.046875,0.020697594
0.015625,0.15625,1.0625,0.006367445
0.015625,0.15625,1.078125,0.0043387413
0.015625,0.15625,1.09375,0.0067563057
0.015625,0.15625,1.109375,0.016554356
0.015625,0.15625,1.125,0.4785266
0.015625,0.15625,1.140625,0.038653135
0.015625,0.15625,1.15625,0.008981466
0.015625,0.15625,1.171875,0.024620533
0.015625,0.15625,1.1875,0.01996708
0.015625,0.15625,1.203125,0.010461807
0.015625,0.15625,1.21875,0.020968437
0.015625,0.15625,1.234375,0.03159356
0.015625,0.15625,1.25,0.01889038
0.015625,0.15625,1.265625,0.0077779293
0.015625,0.15625,1.28125,0.011291504
0.015625,0.15625,1.296875,0.0054621696
0.015625,0.15625,1.3125,0.012654781
